Device Name,Instance Name,Updated time (America/Los_Angeles),Packet Rate
csn501,network.interface.packets.out,11-Mar-2016 03:00:00 PM,761.61
csn501,network.interface.packets.out,11-Mar-2016 04:00:00 PM,746.84
csn501,network.interface.packets.out,11-Mar-2016 05:00:00 PM,766.45
csn501,network.interface.packets.out,11-Mar-2016 06:00:00 PM,856.24
csn501,network.interface.packets.out,11-Mar-2016 07:00:00 PM,773.43
csn501,network.interface.packets.out,11-Mar-2016 08:00:00 PM,747.99
csn501,network.interface.packets.out,11-Mar-2016 09:00:00 PM,756.81
csn501,network.interface.packets.out,11-Mar-2016 10:00:00 PM,755.48
csn501,network.interface.packets.out,11-Mar-2016 11:00:00 PM,748.04
csn501,network.interface.packets.out,12-Mar-2016 12:00:00 AM,743.92
csn501,network.interface.packets.out,12-Mar-2016 01:00:00 AM,88.5
csn501,network.interface.packets.out,12-Mar-2016 02:00:00 AM,1791.7
csn501,network.interface.packets.out,12-Mar-2016 03:00:00 AM,996.51
csn501,network.interface.packets.out,12-Mar-2016 04:00:00 AM,1066.73
csn501,network.interface.packets.out,12-Mar-2016 05:00:00 AM,1000.14
csn501,network.interface.packets.out,12-Mar-2016 06:00:00 AM,971.12
csn501,network.interface.packets.out,12-Mar-2016 07:00:00 AM,833.12
csn501,network.interface.packets.out,12-Mar-2016 08:00:00 AM,787.66
csn501,network.interface.packets.out,12-Mar-2016 09:00:00 AM,782.76
csn501,network.interface.packets.out,12-Mar-2016 10:00:00 AM,789.29
csn501,network.interface.packets.out,12-Mar-2016 11:00:00 AM,800.4
csn501,network.interface.packets.out,12-Mar-2016 12:00:00 PM,757.51
csn501,network.interface.packets.out,12-Mar-2016 01:00:00 PM,763.34
csn501,network.interface.packets.out,12-Mar-2016 02:00:00 PM,788.21
csn501,network.interface.packets.out,12-Mar-2016 03:00:00 PM,799.81
csn501,network.interface.packets.out,12-Mar-2016 04:00:00 PM,758.55
csn501,network.interface.packets.out,12-Mar-2016 05:00:00 PM,747.3
csn501,network.interface.packets.out,12-Mar-2016 06:00:00 PM,815.42
csn501,network.interface.packets.out,12-Mar-2016 07:00:00 PM,750.87
csn501,network.interface.packets.out,12-Mar-2016 08:00:00 PM,782.02
csn501,network.interface.packets.out,12-Mar-2016 09:00:00 PM,748.82
csn501,network.interface.packets.out,12-Mar-2016 10:00:00 PM,769.49
csn501,network.interface.packets.out,12-Mar-2016 11:00:00 PM,767.52
csn501,network.interface.packets.out,13-Mar-2016 12:00:00 AM,748.41
csn501,network.interface.packets.out,13-Mar-2016 01:00:00 AM,757.59
csn501,network.interface.packets.out,13-Mar-2016 03:00:00 AM,786.09
csn501,network.interface.packets.out,13-Mar-2016 04:00:00 AM,760.01
csn501,network.interface.packets.out,13-Mar-2016 05:00:00 AM,747.38
csn501,network.interface.packets.out,13-Mar-2016 06:00:00 AM,757.51
csn501,network.interface.packets.out,13-Mar-2016 07:00:00 AM,963.19
csn501,network.interface.packets.out,13-Mar-2016 08:00:00 AM,955.35
csn501,network.interface.packets.out,13-Mar-2016 09:00:00 AM,782.43
csn501,network.interface.packets.out,13-Mar-2016 10:00:00 AM,755.26
csn501,network.interface.packets.out,13-Mar-2016 11:00:00 AM,740.93
csn501,network.interface.packets.out,13-Mar-2016 12:00:00 PM,754.01
csn501,network.interface.packets.out,13-Mar-2016 01:00:00 PM,755.04
csn501,network.interface.packets.out,13-Mar-2016 02:00:00 PM,751.77
csn501,network.interface.packets.out,13-Mar-2016 03:00:00 PM,791.35
csn501,network.interface.packets.out,13-Mar-2016 04:00:00 PM,768.01
csn501,network.interface.packets.out,13-Mar-2016 05:00:00 PM,746.59
csn501,network.interface.packets.out,13-Mar-2016 06:00:00 PM,832.43
csn501,network.interface.packets.out,13-Mar-2016 07:00:00 PM,755.12
csn501,network.interface.packets.out,13-Mar-2016 08:00:00 PM,754.54
csn501,network.interface.packets.out,13-Mar-2016 09:00:00 PM,793.65
csn501,network.interface.packets.out,13-Mar-2016 10:00:00 PM,776.61
csn501,network.interface.packets.out,13-Mar-2016 11:00:00 PM,795.16
csn501,network.interface.packets.out,14-Mar-2016 12:00:00 AM,801.3
csn501,network.interface.packets.out,14-Mar-2016 01:00:00 AM,756.82
csn501,network.interface.packets.out,14-Mar-2016 02:00:00 AM,754.19
csn501,network.interface.packets.out,14-Mar-2016 03:00:00 AM,814.71
csn501,network.interface.packets.out,14-Mar-2016 04:00:00 AM,774.41
csn501,network.interface.packets.out,14-Mar-2016 05:00:00 AM,742.86
csn501,network.interface.packets.out,14-Mar-2016 06:00:00 AM,750.77
csn501,network.interface.packets.out,14-Mar-2016 07:00:00 AM,768.32
csn501,network.interface.packets.out,14-Mar-2016 08:00:00 AM,776.94
csn501,network.interface.packets.out,14-Mar-2016 09:00:00 AM,795.47
csn501,network.interface.packets.out,14-Mar-2016 10:00:00 AM,772.25
csn501,network.interface.packets.out,14-Mar-2016 11:00:00 AM,786.27
csn501,network.interface.packets.out,14-Mar-2016 12:00:00 PM,767.67
csn501,network.interface.packets.out,14-Mar-2016 01:00:00 PM,782.03
csn501,network.interface.packets.out,14-Mar-2016 02:00:00 PM,831.24
csn501,network.interface.packets.out,14-Mar-2016 03:00:00 PM,873.3
